Folder,FLAIR,kappa,DC,SE,SP
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4627,rmms1236-mse4627-008-FLAIR,0.3,0.32815,0.19658,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4561,rmms1110-mse4561-010-FLAIR,0.3,0.15144,0.081925,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4516,rmms925-mse4516-010-FLAIR,0.3,0.61742,0.44791,0.99997
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4488,rmms875-mse4488-010-FLAIR,0.3,0.69696,0.61295,0.99985
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4540,rmms1073-mse4540-010-FLAIR,0.3,0.49249,0.32681,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4346,rmms548-mse4346-010-FLAIR,0.3,0.59055,0.42633,0.99994
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4475,rmms865-mse4475-010-FLAIR,0.3,0.87895,0.79551,0.99956
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4502,rmms903-mse4502-010-FLAIR,0.3,0.6242,0.45752,0.99992
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4496,rmms889-mse4496-010-FLAIR,0.3,0.3257,0.19461,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4601,rmms1195-mse4601-010-FLAIR,0.3,0.1275,0.068115,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4530,rmms1054-mse4530-010-FLAIR,0.3,0.81095,0.72702,0.9963
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4397,rmms714-mse4397-008-FLAIR,0.3,0.56831,0.39994,0.99997
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4379,rmms692-mse4379-010-FLAIR,0.3,0.36318,0.22358,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4304,rmms175-mse4304-010-FLAIR,0.3,0.078104,0.040639,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4639,rmms1249-mse4639-010-FLAIR,0.3,0.54328,0.37694,0.99993
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4416,rmms758-mse4416-010-FLAIR,0.3,0.13156,0.070413,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4325,rmms494-mse4325-010-FLAIR,0.3,0.46679,0.305,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4715,rmms577-mse4715-051-FLAIR,0.3,0.19825,0.11491,0.9999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4665,rmms1298-mse4665-015-FLAIR,0.3,0.21781,0.12338,0.99996
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4424,rmms773-mse4424-010-FLAIR,0.3,0.72812,0.5748,0.99985
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4360,rmms592-mse4360-010-FLAIR,0.3,0.31758,0.18965,0.99999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4457,rmms839-mse4457-008-FLAIR,0.3,0.4772,0.31438,0.99998
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4624,rmms1230-mse4624-010-FLAIR,0.3,0.66405,0.5185,0.99975
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4653,rmms1277-mse4653-010-FLAIR,0.3,0.77831,0.66108,0.99972
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4586,rmms1147-mse4586-010-FLAIR,0.3,0.51817,0.35208,0.99993
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4562,rmms1111-mse4562-010-FLAIR,0.3,0.099776,0.053198,0.99998
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4534,rmms1060-mse4534-010-FLAIR,0.3,0.53495,0.36673,0.99999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4498,rmms898-mse4498-010-FLAIR,0.3,0.45705,0.3009,0.99994
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4708,rmms172-mse4708-011-FLAIR,0.3,0.68191,0.52144,0.99997
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4338,rmms534-mse4338-010-FLAIR,0.3,0.68534,0.52866,0.99992
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4495,rmms888-mse4495-010-FLAIR,0.3,0.15128,0.081938,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4406,rmms727-mse4406-010-FLAIR,0.3,0.059752,0.030796,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4471,rmms862-mse4471-008-FLAIR,0.3,0.11005,0.075362,0.99985
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4097,rmms1784-mse4097-039-FLAIR,0.3,0,0,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4533,rmms1059-mse4533-010-FLAIR,0.3,0.54792,0.3811,0.99996
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4434,rmms798-mse4434-010-FLAIR,0.3,0.49055,0.32536,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4611,rmms1210-mse4611-010-FLAIR,0.3,0.21821,0.12256,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4666,rmms1304-mse4666-010-FLAIR,0.3,0.82254,0.73164,0.99773
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4462,rmms842-mse4462-010-FLAIR,0.3,0.66864,0.53694,0.99973
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4512,rmms919-mse4512-010-FLAIR,0.3,0.28612,0.16707,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4213,rmms1711-mse4213-032-FLAIR,0.3,0.33904,0.20501,0.99999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4417,rmms759-mse4417-028-FLAIR,0.3,0.77195,0.66313,0.99974
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4589,rmms1157-mse4589-010-FLAIR,0.3,0.68443,0.52951,0.99995
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4452,rmms835-mse4452-010-FLAIR,0.3,0.83652,0.73255,0.99933
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4522,rmms929-mse4522-010-FLAIR,0.3,0.17717,0.097248,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4656,rmms1281-mse4656-010-FLAIR,0.3,0.18006,0.1004,0.99998
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4316,rmms248-mse4316-010-FLAIR,0.3,0.73089,0.58563,0.99973
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4509,rmms908-mse4509-008-FLAIR,0.3,0.49561,0.36045,0.99977
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4473,rmms863-mse4473-010-FLAIR,0.3,0.62306,0.4797,0.99973
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4095,rmms1738-mse4095-010-FLAIR,0.3,0.70035,0.53941,0.99999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4305,rmms176-mse4305-010-FLAIR,0.3,0.61161,0.44103,0.99998
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4648,rmms1267-mse4648-010-FLAIR,0.3,0.5098,0.3427,0.99999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4391,rmms706-mse4391-010-FLAIR,0.3,0.64353,0.47577,0.99999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4347,rmms558-mse4347-012-FLAIR,0.3,0.7035,0.54902,0.99997
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4490,rmms882-mse4490-010-FLAIR,0.3,0,0,0.99998
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4403,rmms720-mse4403-010-FLAIR,0.3,0.14639,0.079031,0.99999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4651,rmms1276-mse4651-010-FLAIR,0.3,0.03263,0.016585,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4366,rmms627-mse4366-010-FLAIR,0.3,0.70139,0.54416,0.99998
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4428,rmms786-mse4428-034-FLAIR,0.3,0.6098,0.43999,0.99996
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4489,rmms880-mse4489-010-FLAIR,0.3,0.22328,0.12584,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4564,rmms1113-mse4564-006-FLAIR,0.3,0.74518,0.5989,0.99976
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4725,rmms714-mse4725-027-FLAIR,0.3,0.55874,0.40973,0.99984
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4628,rmms1237-mse4628-010-FLAIR,0.3,0.20434,0.11406,0.99999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4622,rmms1227-mse4622-008-FLAIR,0.3,0.57869,0.41778,0.99995
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4521,rmms927-mse4521-010-FLAIR,0.3,0.32147,0.19193,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4577,rmms1127-mse4577-010-FLAIR,0.3,0.61413,0.44405,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4298,rmms165-mse4298-010-FLAIR,0.3,0.25188,0.14539,0.99998
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4535,rmms1062-mse4535-010-FLAIR,0.3,0.39538,0.25707,0.99997
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4392,rmms707-mse4392-010-FLAIR,0.3,0.6134,0.44341,0.99998
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4301,rmms173-mse4301-010-FLAIR,0.3,0.083027,0.043335,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4398,rmms716-mse4398-008-FLAIR,0.3,0.15854,0.090153,0.99998
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4594,rmms1179-mse4594-008-FLAIR,0.3,0,0,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4570,rmms1122-mse4570-019-FLAIR,0.3,0.20878,0.11705,0.99999
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4604,rmms1200-mse4604-010-FLAIR,0.3,0.49213,0.33356,0.99994
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4456,rmms838-mse4456-010-FLAIR,0.3,0.61624,0.4474,1
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4421,rmms765-mse4421-010-FLAIR,0.3,0.58634,0.42092,0.99971
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4381,rmms693-mse4381-010-FLAIR,0.3,0.51298,0.35359,0.99994
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4625,rmms1231-mse4625-029-FLAIR,0.3,0.54414,0.38236,0.99989
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4419,rmms762-mse4419-010-FLAIR,0.3,0.74397,0.60056,0.99977
/data/henry1/tristan/LST/FLAIR-MPRAGE/mse4413,rmms736-mse4413-010-FLAIR,0.3,0.37921,0.23488,0.99999
